Participant,Experimental_Group,recruitment_platform,Effects_Perception
79,Not Disclosed,SONA,4
79,Not Disclosed,SONA,4.333333333
79,Not Disclosed,SONA,4
79,Not Disclosed,SONA,3.666666667
79,Not Disclosed,SONA,4.333333333
79,Not Disclosed,SONA,3.666666667
79,Not Disclosed,SONA,4
79,Not Disclosed,SONA,4
79,Not Disclosed,SONA,4
79,Not Disclosed,SONA,4.333333333
79,Not Disclosed,SONA,4.333333333
79,Not Disclosed,SONA,3.666666667
79,Not Disclosed,SONA,3.333333333
80,Not Disclosed,SONA,4.666666667
80,Not Disclosed,SONA,3.666666667
80,Not Disclosed,SONA,3.333333333
80,Not Disclosed,SONA,5
80,Not Disclosed,SONA,5
80,Not Disclosed,SONA,5
80,Not Disclosed,SONA,5
80,Not Disclosed,SONA,4.666666667
80,Not Disclosed,SONA,5
80,Not Disclosed,SONA,4.666666667
80,Not Disclosed,SONA,5
80,Not Disclosed,SONA,3.333333333
80,Not Disclosed,SONA,3.666666667
80,Not Disclosed,SONA,4.666666667
80,Not Disclosed,SONA,4.333333333
80,Not Disclosed,SONA,2.666666667
80,Not Disclosed,SONA,5
80,Not Disclosed,SONA,2.666666667
80,Not Disclosed,SONA,5
80,Not Disclosed,SONA,5
80,Not Disclosed,SONA,4.333333333
80,Not Disclosed,SONA,4.666666667
80,Not Disclosed,SONA,4.333333333
80,Not Disclosed,SONA,4
80,Not Disclosed,SONA,5
80,Not Disclosed,SONA,3.333333333
80,Not Disclosed,SONA,4.333333333
80,Not Disclosed,SONA,1.666666667
80,Not Disclosed,SONA,3.666666667
80,Not Disclosed,SONA,3.666666667
81,Disclosed,SONA,3.666666667
81,Disclosed,SONA,4
81,Disclosed,SONA,3.333333333
81,Disclosed,SONA,5
81,Disclosed,SONA,4.333333333
81,Disclosed,SONA,4
81,Disclosed,SONA,4.666666667
81,Disclosed,SONA,4
81,Disclosed,SONA,4.333333333
81,Disclosed,SONA,3.666666667
81,Disclosed,SONA,3.666666667
81,Disclosed,SONA,2.666666667
81,Disclosed,SONA,2.666666667
81,Disclosed,SONA,4.333333333
81,Disclosed,SONA,3.333333333
81,Disclosed,SONA,2.666666667
81,Disclosed,SONA,4
81,Disclosed,SONA,3.666666667
81,Disclosed,SONA,4.333333333
81,Disclosed,SONA,4
81,Disclosed,SONA,4.666666667
81,Disclosed,SONA,5
81,Disclosed,SONA,4.666666667
81,Disclosed,SONA,4
81,Disclosed,SONA,5
81,Disclosed,SONA,4.333333333
81,Disclosed,SONA,5
81,Disclosed,SONA,2.666666667
81,Disclosed,SONA,5
81,Disclosed,SONA,3.666666667
82,Not Disclosed,SONA,4.666666667
82,Not Disclosed,SONA,2
82,Not Disclosed,SONA,1.666666667
82,Not Disclosed,SONA,4.666666667
82,Not Disclosed,SONA,4
82,Not Disclosed,SONA,4
82,Not Disclosed,SONA,5
82,Not Disclosed,SONA,5
82,Not Disclosed,SONA,5
82,Not Disclosed,SONA,3.666666667
82,Not Disclosed,SONA,5
82,Not Disclosed,SONA,2
82,Not Disclosed,SONA,2.666666667
82,Not Disclosed,SONA,3.333333333
82,Not Disclosed,SONA,2
82,Not Disclosed,SONA,2
82,Not Disclosed,SONA,4
82,Not Disclosed,SONA,2
82,Not Disclosed,SONA,5
82,Not Disclosed,SONA,2.666666667
82,Not Disclosed,SONA,3.666666667
82,Not Disclosed,SONA,2.666666667
82,Not Disclosed,SONA,3.333333333
82,Not Disclosed,SONA,2
82,Not Disclosed,SONA,4.333333333
82,Not Disclosed,SONA,3.333333333
82,Not Disclosed,SONA,4.666666667
82,Not Disclosed,SONA,2.333333333
82,Not Disclosed,SONA,4.333333333
82,Not Disclosed,SONA,3.333333333
83,Disclosed,SONA,4.333333333
83,Disclosed,SONA,4
83,Disclosed,SONA,3.666666667
83,Disclosed,SONA,4.333333333
83,Disclosed,SONA,4.333333333
83,Disclosed,SONA,4.333333333
83,Disclosed,SONA,4.666666667
83,Disclosed,SONA,4
83,Disclosed,SONA,5
83,Disclosed,SONA,4.333333333
83,Disclosed,SONA,4.333333333
83,Disclosed,SONA,3.666666667
83,Disclosed,SONA,4.666666667
83,Disclosed,SONA,4.333333333
83,Disclosed,SONA,4.333333333
83,Disclosed,SONA,4
83,Disclosed,SONA,4.333333333
83,Disclosed,SONA,3.666666667
83,Disclosed,SONA,4.666666667
83,Disclosed,SONA,4.333333333
83,Disclosed,SONA,4.666666667
83,Disclosed,SONA,4
83,Disclosed,SONA,3.333333333
83,Disclosed,SONA,3.666666667
83,Disclosed,SONA,3.666666667
83,Disclosed,SONA,4
83,Disclosed,SONA,5
83,Disclosed,SONA,4.333333333
83,Disclosed,SONA,5
83,Disclosed,SONA,4.333333333
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,3.333333333
84,Not Disclosed,SONA,4.333333333
84,Not Disclosed,SONA,4.666666667
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,3
84,Not Disclosed,SONA,4.333333333
84,Not Disclosed,SONA,4.666666667
84,Not Disclosed,SONA,4
84,Not Disclosed,SONA,4
84,Not Disclosed,SONA,4.666666667
84,Not Disclosed,SONA,3.333333333
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,4.666666667
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,4.333333333
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,4
84,Not Disclosed,SONA,5
84,Not Disclosed,SONA,5
85,Disclosed,SONA,4.333333333
85,Disclosed,SONA,4
85,Disclosed,SONA,2.666666667
85,Disclosed,SONA,4.666666667
85,Disclosed,SONA,5
85,Disclosed,SONA,5
85,Disclosed,SONA,5
85,Disclosed,SONA,4.333333333
85,Disclosed,SONA,5
85,Disclosed,SONA,4
85,Disclosed,SONA,4.666666667
85,Disclosed,SONA,3.333333333
85,Disclosed,SONA,3.666666667
85,Disclosed,SONA,3.666666667
85,Disclosed,SONA,4.666666667
85,Disclosed,SONA,3.666666667
85,Disclosed,SONA,4
85,Disclosed,SONA,3.333333333
85,Disclosed,SONA,5
85,Disclosed,SONA,4.333333333
85,Disclosed,SONA,4
85,Disclosed,SONA,4
85,Disclosed,SONA,4.333333333
85,Disclosed,SONA,4
85,Disclosed,SONA,4.666666667
85,Disclosed,SONA,4.666666667
85,Disclosed,SONA,4.666666667
85,Disclosed,SONA,3.333333333
85,Disclosed,SONA,5
85,Disclosed,SONA,4
86,Not Disclosed,SONA,4.333333333
86,Not Disclosed,SONA,4
86,Not Disclosed,SONA,4.666666667
86,Not Disclosed,SONA,1.666666667
86,Not Disclosed,SONA,4.333333333
86,Not Disclosed,SONA,3
86,Not Disclosed,SONA,4.666666667
86,Not Disclosed,SONA,4.333333333
86,Not Disclosed,SONA,4
86,Not Disclosed,SONA,2
86,Not Disclosed,SONA,1.666666667
86,Not Disclosed,SONA,2
86,Not Disclosed,SONA,4
86,Not Disclosed,SONA,3.333333333
86,Not Disclosed,SONA,4
86,Not Disclosed,SONA,3.666666667
86,Not Disclosed,SONA,3.666666667
86,Not Disclosed,SONA,3
86,Not Disclosed,SONA,5
86,Not Disclosed,SONA,3.333333333
86,Not Disclosed,SONA,2.666666667
86,Not Disclosed,SONA,3.333333333
86,Not Disclosed,SONA,2
86,Not Disclosed,SONA,4.333333333
86,Not Disclosed,SONA,5
86,Not Disclosed,SONA,3.333333333
86,Not Disclosed,SONA,4
86,Not Disclosed,SONA,3
86,Not Disclosed,SONA,1.666666667
86,Not Disclosed,SONA,1.666666667
87,Disclosed,SONA,4
87,Disclosed,SONA,4
87,Disclosed,SONA,4
87,Disclosed,SONA,4.666666667
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,4.666666667
87,Disclosed,SONA,4
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,3
87,Disclosed,SONA,3.333333333
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,3.666666667
87,Disclosed,SONA,4.666666667
87,Disclosed,SONA,3.666666667
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,5
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,4.666666667
87,Disclosed,SONA,5
87,Disclosed,SONA,4.666666667
87,Disclosed,SONA,4
87,Disclosed,SONA,4.333333333
87,Disclosed,SONA,4
88,Disclosed,SONA,3.666666667
88,Disclosed,SONA,4
88,Disclosed,SONA,5
88,Disclosed,SONA,4.666666667
88,Disclosed,SONA,4.666666667
88,Disclosed,SONA,4.666666667
88,Disclosed,SONA,4.666666667
88,Disclosed,SONA,3.333333333
88,Disclosed,SONA,5
88,Disclosed,SONA,4
88,Disclosed,SONA,3.333333333
88,Disclosed,SONA,4.333333333
88,Disclosed,SONA,4.666666667
88,Disclosed,SONA,3.666666667
88,Disclosed,SONA,4
88,Disclosed,SONA,4.666666667
88,Disclosed,SONA,5
88,Disclosed,SONA,3.666666667
88,Disclosed,SONA,4.333333333
88,Disclosed,SONA,3.666666667
88,Disclosed,SONA,3.333333333
88,Disclosed,SONA,2.333333333
88,Disclosed,SONA,3.333333333
88,Disclosed,SONA,4.333333333
88,Disclosed,SONA,4.333333333
88,Disclosed,SONA,5
88,Disclosed,SONA,4.666666667
88,Disclosed,SONA,4.333333333
88,Disclosed,SONA,3.666666667
88,Disclosed,SONA,4
89,Not Disclosed,SONA,4.333333333
89,Not Disclosed,SONA,2.333333333
89,Not Disclosed,SONA,2.333333333
89,Not Disclosed,SONA,4.666666667
89,Not Disclosed,SONA,4
89,Not Disclosed,SONA,4.333333333
89,Not Disclosed,SONA,5
89,Not Disclosed,SONA,4.333333333
89,Not Disclosed,SONA,4.666666667
89,Not Disclosed,SONA,4
89,Not Disclosed,SONA,5
89,Not Disclosed,SONA,1.666666667
89,Not Disclosed,SONA,4.333333333
89,Not Disclosed,SONA,4
89,Not Disclosed,SONA,3.666666667
89,Not Disclosed,SONA,2
89,Not Disclosed,SONA,3.333333333
89,Not Disclosed,SONA,3.666666667
89,Not Disclosed,SONA,5
89,Not Disclosed,SONA,3.333333333
89,Not Disclosed,SONA,4
89,Not Disclosed,SONA,3.666666667
89,Not Disclosed,SONA,4
89,Not Disclosed,SONA,1.333333333
89,Not Disclosed,SONA,4.666666667
89,Not Disclosed,SONA,4.333333333
89,Not Disclosed,SONA,4.666666667
89,Not Disclosed,SONA,1
89,Not Disclosed,SONA,5
89,Not Disclosed,SONA,2
90,Not Disclosed,SONA,5
90,Not Disclosed,SONA,3.666666667
90,Not Disclosed,SONA,4.666666667
90,Not Disclosed,SONA,5
90,Not Disclosed,SONA,4.666666667
90,Not Disclosed,SONA,5
90,Not Disclosed,SONA,5
90,Not Disclosed,SONA,4.333333333
90,Not Disclosed,SONA,5
90,Not Disclosed,SONA,4.333333333
90,Not Disclosed,SONA,5
90,Not Disclosed,SONA,1
90,Not Disclosed,SONA,2.666666667
90,Not Disclosed,SONA,3
90,Not Disclosed,SONA,4
90,Not Disclosed,SONA,1
90,Not Disclosed,SONA,2
90,Not Disclosed,SONA,4
90,Not Disclosed,SONA,5
90,Not Disclosed,SONA,4
90,Not Disclosed,SONA,4
90,Not Disclosed,SONA,3.666666667
90,Not Disclosed,SONA,3.333333333
90,Not Disclosed,SONA,5
90,Not Disclosed,SONA,4.666666667
90,Not Disclosed,SONA,5
90,Not Disclosed,SONA,4
90,Not Disclosed,SONA,2.666666667
90,Not Disclosed,SONA,5
90,Not Disclosed,SONA,2.333333333
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,2.333333333
91,Disclosed,SONA,4.333333333
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,4.333333333
91,Disclosed,SONA,5
91,Disclosed,SONA,1
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,5
91,Disclosed,SONA,4.666666667
91,Disclosed,SONA,5
91,Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,4.666666667
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,4.666666667
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,4.666666667
92,Not Disclosed,SONA,4.666666667
92,Not Disclosed,SONA,4.666666667
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,4.666666667
92,Not Disclosed,SONA,5
92,Not Disclosed,SONA,4.666666667
93,Disclosed,SONA,4.666666667
93,Disclosed,SONA,4.666666667
93,Disclosed,SONA,4.333333333
93,Disclosed,SONA,4.666666667
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,4.666666667
93,Disclosed,SONA,4.666666667
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,4.666666667
93,Disclosed,SONA,5
93,Disclosed,SONA,4.333333333
93,Disclosed,SONA,5
93,Disclosed,SONA,4.666666667
93,Disclosed,SONA,5
93,Disclosed,SONA,4.666666667
93,Disclosed,SONA,4.333333333
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,5
93,Disclosed,SONA,4.666666667
94,Not Disclosed,SONA,3.333333333
94,Not Disclosed,SONA,4
94,Not Disclosed,SONA,3.666666667
94,Not Disclosed,SONA,4.666666667
94,Not Disclosed,SONA,4.333333333
94,Not Disclosed,SONA,4
94,Not Disclosed,SONA,4
94,Not Disclosed,SONA,4
94,Not Disclosed,SONA,5
94,Not Disclosed,SONA,3.666666667
94,Not Disclosed,SONA,4
94,Not Disclosed,SONA,2.333333333
94,Not Disclosed,SONA,3.666666667
94,Not Disclosed,SONA,3.333333333
94,Not Disclosed,SONA,3.333333333
94,Not Disclosed,SONA,4.333333333
94,Not Disclosed,SONA,5
94,Not Disclosed,SONA,5
94,Not Disclosed,SONA,4.333333333
94,Not Disclosed,SONA,4
94,Not Disclosed,SONA,4.666666667
94,Not Disclosed,SONA,5
94,Not Disclosed,SONA,4.333333333
94,Not Disclosed,SONA,4.666666667
94,Not Disclosed,SONA,5
94,Not Disclosed,SONA,5
94,Not Disclosed,SONA,5
94,Not Disclosed,SONA,2.666666667
94,Not Disclosed,SONA,5
94,Not Disclosed,SONA,3.666666667
95,Disclosed,SONA,4.666666667
95,Disclosed,SONA,3
95,Disclosed,SONA,3
95,Disclosed,SONA,4.666666667
95,Disclosed,SONA,4.666666667
95,Disclosed,SONA,4.666666667
95,Disclosed,SONA,4.666666667
95,Disclosed,SONA,4.666666667
95,Disclosed,SONA,5
95,Disclosed,SONA,4.333333333
95,Disclosed,SONA,4.666666667
95,Disclosed,SONA,3
95,Disclosed,SONA,4
95,Disclosed,SONA,3.666666667
95,Disclosed,SONA,4.333333333
95,Disclosed,SONA,3.333333333
95,Disclosed,SONA,3.666666667
95,Disclosed,SONA,3
95,Disclosed,SONA,5
95,Disclosed,SONA,4
95,Disclosed,SONA,4.333333333
95,Disclosed,SONA,4.333333333
95,Disclosed,SONA,4.666666667
95,Disclosed,SONA,3
95,Disclosed,SONA,5
95,Disclosed,SONA,4
95,Disclosed,SONA,4.666666667
95,Disclosed,SONA,3
95,Disclosed,SONA,4.333333333
95,Disclosed,SONA,4
96,Not Disclosed,SONA,4.666666667
96,Not Disclosed,SONA,4.666666667
96,Not Disclosed,SONA,4
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,4.666666667
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,4.666666667
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,2.333333333
96,Not Disclosed,SONA,4.666666667
96,Not Disclosed,SONA,4.333333333
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,4.666666667
96,Not Disclosed,SONA,4.666666667
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,4.666666667
96,Not Disclosed,SONA,4.666666667
96,Not Disclosed,SONA,5
96,Not Disclosed,SONA,5
97,Disclosed,SONA,4.666666667
97,Disclosed,SONA,3.666666667
97,Disclosed,SONA,5
97,Disclosed,SONA,4.666666667
97,Disclosed,SONA,4.333333333
97,Disclosed,SONA,4.666666667
97,Disclosed,SONA,3.666666667
97,Disclosed,SONA,3.666666667
97,Disclosed,SONA,3.333333333
97,Disclosed,SONA,4
97,Disclosed,SONA,5
97,Disclosed,SONA,1.333333333
97,Disclosed,SONA,5
97,Disclosed,SONA,4.666666667
97,Disclosed,SONA,5
97,Disclosed,SONA,4.333333333
97,Disclosed,SONA,4.666666667
97,Disclosed,SONA,5
97,Disclosed,SONA,5
97,Disclosed,SONA,5
97,Disclosed,SONA,4.333333333
97,Disclosed,SONA,5
97,Disclosed,SONA,5
97,Disclosed,SONA,5
97,Disclosed,SONA,3
97,Disclosed,SONA,3.666666667
97,Disclosed,SONA,4
97,Disclosed,SONA,4.333333333
97,Disclosed,SONA,3.666666667
97,Disclosed,SONA,5
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,4.666666667
98,Not Disclosed,SONA,4.666666667
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,4.666666667
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,4.666666667
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,4
98,Not Disclosed,SONA,4.666666667
98,Not Disclosed,SONA,4.666666667
98,Not Disclosed,SONA,4.666666667
98,Not Disclosed,SONA,4.333333333
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,4.333333333
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,4.666666667
98,Not Disclosed,SONA,4.333333333
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,4.333333333
98,Not Disclosed,SONA,5
98,Not Disclosed,SONA,4.666666667
99,Disclosed,SONA,3.666666667
99,Disclosed,SONA,3.666666667
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,3.666666667
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,3.666666667
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
99,Disclosed,SONA,4
100,Not Disclosed,SONA,4
100,Not Disclosed,SONA,2.666666667
100,Not Disclosed,SONA,4.666666667
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,2.666666667
100,Not Disclosed,SONA,4.333333333
100,Not Disclosed,SONA,4.666666667
100,Not Disclosed,SONA,3.666666667
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,4.333333333
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,4.333333333
100,Not Disclosed,SONA,4.666666667
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,3.666666667
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,4
100,Not Disclosed,SONA,5
100,Not Disclosed,SONA,5
101,Disclosed,SONA,2.666666667
101,Disclosed,SONA,2.666666667
101,Disclosed,SONA,2.666666667
101,Disclosed,SONA,4.666666667
101,Disclosed,SONA,3.333333333
101,Disclosed,SONA,4
101,Disclosed,SONA,4.666666667
101,Disclosed,SONA,4
101,Disclosed,SONA,4.333333333
101,Disclosed,SONA,3.333333333
101,Disclosed,SONA,4
101,Disclosed,SONA,1
101,Disclosed,SONA,1.666666667
101,Disclosed,SONA,2
101,Disclosed,SONA,2.666666667
101,Disclosed,SONA,2.666666667
101,Disclosed,SONA,2.333333333
101,Disclosed,SONA,1.666666667
101,Disclosed,SONA,4.333333333
101,Disclosed,SONA,3.666666667
101,Disclosed,SONA,2.333333333
101,Disclosed,SONA,3.333333333
101,Disclosed,SONA,4
101,Disclosed,SONA,4.333333333
101,Disclosed,SONA,4.666666667
101,Disclosed,SONA,4.333333333
101,Disclosed,SONA,5
101,Disclosed,SONA,2.666666667
101,Disclosed,SONA,4
101,Disclosed,SONA,2.333333333
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,4.666666667
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,4.333333333
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,4.333333333
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,4.333333333
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,5
102,Not Disclosed,SONA,4.333333333
103,Disclosed,SONA,4
103,Disclosed,SONA,2
103,Disclosed,SONA,2
103,Disclosed,SONA,4
103,Disclosed,SONA,3.333333333
103,Disclosed,SONA,2
103,Disclosed,SONA,3.333333333
103,Disclosed,SONA,3.333333333
103,Disclosed,SONA,4
103,Disclosed,SONA,2.666666667
103,Disclosed,SONA,4
103,Disclosed,SONA,2
103,Disclosed,SONA,2.666666667
103,Disclosed,SONA,2
103,Disclosed,SONA,2.666666667
103,Disclosed,SONA,2
103,Disclosed,SONA,2.666666667
103,Disclosed,SONA,2.666666667
103,Disclosed,SONA,3.333333333
103,Disclosed,SONA,2
103,Disclosed,SONA,3.333333333
103,Disclosed,SONA,2
103,Disclosed,SONA,3.333333333
103,Disclosed,SONA,2
103,Disclosed,SONA,3.333333333
103,Disclosed,SONA,4
103,Disclosed,SONA,4
103,Disclosed,SONA,2
103,Disclosed,SONA,4
103,Disclosed,SONA,2
104,Disclosed,SONA,5
104,Disclosed,SONA,4.666666667
104,Disclosed,SONA,4.666666667
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,4.666666667
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,4.666666667
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,5
104,Disclosed,SONA,4.333333333
104,Disclosed,SONA,5
104,Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,5
105,Not Disclosed,SONA,5
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,5
105,Not Disclosed,SONA,5
105,Not Disclosed,SONA,5
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,5
105,Not Disclosed,SONA,4.333333333
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,5
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,4.333333333
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,4.333333333
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,5
105,Not Disclosed,SONA,4.666666667
105,Not Disclosed,SONA,5
105,Not Disclosed,SONA,4.333333333
105,Not Disclosed,SONA,4.333333333
105,Not Disclosed,SONA,4.333333333
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
106,Not Disclosed,SONA,5
107,Disclosed,SONA,4
107,Disclosed,SONA,3.666666667
107,Disclosed,SONA,3.666666667
107,Disclosed,SONA,4
107,Disclosed,SONA,4
