Participant,Experimental_Group,recruitment_platform,Effects_Perception
52,Not Disclosed,Prolific,5
52,Not Disclosed,Prolific,3
52,Not Disclosed,Prolific,5
52,Not Disclosed,Prolific,4
53,Not Disclosed,Prolific,4
53,Not Disclosed,Prolific,4.666666667
53,Not Disclosed,Prolific,4
53,Not Disclosed,Prolific,4.666666667
53,Not Disclosed,Prolific,3.666666667
53,Not Disclosed,Prolific,4.666666667
53,Not Disclosed,Prolific,4.666666667
53,Not Disclosed,Prolific,4
53,Not Disclosed,Prolific,3.666666667
53,Not Disclosed,Prolific,3.666666667
53,Not Disclosed,Prolific,3.666666667
53,Not Disclosed,Prolific,4.333333333
53,Not Disclosed,Prolific,4.666666667
53,Not Disclosed,Prolific,4.666666667
53,Not Disclosed,Prolific,5
53,Not Disclosed,Prolific,4
53,Not Disclosed,Prolific,4.666666667
53,Not Disclosed,Prolific,3.666666667
53,Not Disclosed,Prolific,4.666666667
53,Not Disclosed,Prolific,4
53,Not Disclosed,Prolific,3
53,Not Disclosed,Prolific,3
53,Not Disclosed,Prolific,4.666666667
53,Not Disclosed,Prolific,4.333333333
53,Not Disclosed,Prolific,4.333333333
53,Not Disclosed,Prolific,4
53,Not Disclosed,Prolific,4.333333333
53,Not Disclosed,Prolific,3.666666667
53,Not Disclosed,Prolific,4
53,Not Disclosed,Prolific,5
54,Disclosed,Prolific,4
54,Disclosed,Prolific,3
54,Disclosed,Prolific,2
54,Disclosed,Prolific,5
54,Disclosed,Prolific,4
54,Disclosed,Prolific,5
54,Disclosed,Prolific,5
54,Disclosed,Prolific,4.333333333
54,Disclosed,Prolific,5
54,Disclosed,Prolific,4.666666667
54,Disclosed,Prolific,5
54,Disclosed,Prolific,2.333333333
54,Disclosed,Prolific,2.666666667
54,Disclosed,Prolific,2.666666667
54,Disclosed,Prolific,3
54,Disclosed,Prolific,5
54,Disclosed,Prolific,4.666666667
54,Disclosed,Prolific,4.333333333
54,Disclosed,Prolific,5
54,Disclosed,Prolific,4.333333333
54,Disclosed,Prolific,4
54,Disclosed,Prolific,5
54,Disclosed,Prolific,4.333333333
54,Disclosed,Prolific,3.333333333
54,Disclosed,Prolific,5
54,Disclosed,Prolific,5
54,Disclosed,Prolific,5
54,Disclosed,Prolific,3
54,Disclosed,Prolific,5
54,Disclosed,Prolific,5
55,Not Disclosed,SONA,4.666666667
55,Not Disclosed,SONA,3.666666667
55,Not Disclosed,SONA,4
55,Not Disclosed,SONA,5
55,Not Disclosed,SONA,5
55,Not Disclosed,SONA,4.666666667
55,Not Disclosed,SONA,5
55,Not Disclosed,SONA,3.666666667
55,Not Disclosed,SONA,5
55,Not Disclosed,SONA,4.333333333
55,Not Disclosed,SONA,4.666666667
55,Not Disclosed,SONA,3.333333333
55,Not Disclosed,SONA,3.666666667
55,Not Disclosed,SONA,4
55,Not Disclosed,SONA,4
55,Not Disclosed,SONA,3
55,Not Disclosed,SONA,4
55,Not Disclosed,SONA,2.666666667
55,Not Disclosed,SONA,4.666666667
55,Not Disclosed,SONA,4
55,Not Disclosed,SONA,4.333333333
55,Not Disclosed,SONA,3.666666667
55,Not Disclosed,SONA,4
55,Not Disclosed,SONA,4
55,Not Disclosed,SONA,4
55,Not Disclosed,SONA,4
55,Not Disclosed,SONA,4
55,Not Disclosed,SONA,3.333333333
55,Not Disclosed,SONA,4
55,Not Disclosed,SONA,3.333333333
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,4.333333333
56,Disclosed,SONA,5
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,5
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,5
56,Disclosed,SONA,5
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,4.333333333
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,5
56,Disclosed,SONA,4.333333333
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,1.333333333
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,5
56,Disclosed,SONA,5
56,Disclosed,SONA,5
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,4.333333333
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,4.333333333
56,Disclosed,SONA,4.666666667
56,Disclosed,SONA,4
56,Disclosed,SONA,4.333333333
56,Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,4.333333333
57,Not Disclosed,SONA,4.333333333
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,5
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,4.333333333
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,5
57,Not Disclosed,SONA,4
57,Not Disclosed,SONA,4
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,4
57,Not Disclosed,SONA,4.333333333
57,Not Disclosed,SONA,4.333333333
57,Not Disclosed,SONA,4.333333333
57,Not Disclosed,SONA,5
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,4.666666667
57,Not Disclosed,SONA,5
57,Not Disclosed,SONA,5
57,Not Disclosed,SONA,4.333333333
57,Not Disclosed,SONA,4.333333333
57,Not Disclosed,SONA,4.666666667
58,Not Disclosed,SONA,4
58,Not Disclosed,SONA,3.333333333
58,Not Disclosed,SONA,3.666666667
58,Not Disclosed,SONA,4.666666667
58,Not Disclosed,SONA,4
58,Not Disclosed,SONA,4
58,Not Disclosed,SONA,4.666666667
58,Not Disclosed,SONA,4.666666667
58,Not Disclosed,SONA,4.666666667
58,Not Disclosed,SONA,4.333333333
58,Not Disclosed,SONA,4.333333333
58,Not Disclosed,SONA,2.333333333
58,Not Disclosed,SONA,3
58,Not Disclosed,SONA,4.333333333
58,Not Disclosed,SONA,3.666666667
58,Not Disclosed,SONA,3
58,Not Disclosed,SONA,3.666666667
58,Not Disclosed,SONA,3.333333333
58,Not Disclosed,SONA,4.333333333
58,Not Disclosed,SONA,4
58,Not Disclosed,SONA,4.333333333
58,Not Disclosed,SONA,5
58,Not Disclosed,SONA,4
58,Not Disclosed,SONA,4
58,Not Disclosed,SONA,4.666666667
58,Not Disclosed,SONA,5
58,Not Disclosed,SONA,4.666666667
58,Not Disclosed,SONA,3.666666667
58,Not Disclosed,SONA,5
58,Not Disclosed,SONA,2.333333333
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,4.666666667
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,4.666666667
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,4.666666667
59,Not Disclosed,SONA,4.666666667
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,4.666666667
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,4.666666667
59,Not Disclosed,SONA,4.666666667
59,Not Disclosed,SONA,4.666666667
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,4.666666667
59,Not Disclosed,SONA,5
59,Not Disclosed,SONA,4.666666667
59,Not Disclosed,SONA,4.666666667
59,Not Disclosed,SONA,5
60,Disclosed,SONA,3.666666667
60,Disclosed,SONA,4.333333333
60,Disclosed,SONA,3.333333333
60,Disclosed,SONA,4.333333333
60,Disclosed,SONA,3.666666667
60,Disclosed,SONA,4.666666667
60,Disclosed,SONA,4
60,Disclosed,SONA,3.666666667
60,Disclosed,SONA,4.333333333
60,Disclosed,SONA,4.333333333
60,Disclosed,SONA,4.333333333
60,Disclosed,SONA,3.333333333
60,Disclosed,SONA,3.333333333
60,Disclosed,SONA,2.333333333
60,Disclosed,SONA,3.666666667
60,Disclosed,SONA,3
60,Disclosed,SONA,4.666666667
60,Disclosed,SONA,3
60,Disclosed,SONA,4.666666667
60,Disclosed,SONA,3.666666667
60,Disclosed,SONA,4.333333333
60,Disclosed,SONA,2
60,Disclosed,SONA,4
60,Disclosed,SONA,3.666666667
60,Disclosed,SONA,3.666666667
60,Disclosed,SONA,4
60,Disclosed,SONA,4.333333333
60,Disclosed,SONA,3.333333333
60,Disclosed,SONA,3.333333333
60,Disclosed,SONA,2
61,Disclosed,SONA,4.333333333
61,Disclosed,SONA,4.333333333
61,Disclosed,SONA,3.333333333
61,Disclosed,SONA,5
61,Disclosed,SONA,5
61,Disclosed,SONA,4.666666667
61,Disclosed,SONA,5
61,Disclosed,SONA,4.666666667
61,Disclosed,SONA,4.666666667
61,Disclosed,SONA,3.666666667
61,Disclosed,SONA,4.333333333
61,Disclosed,SONA,3.666666667
61,Disclosed,SONA,4.333333333
61,Disclosed,SONA,4.333333333
61,Disclosed,SONA,4
61,Disclosed,SONA,3.666666667
61,Disclosed,SONA,4.333333333
61,Disclosed,SONA,3.666666667
61,Disclosed,SONA,4.666666667
61,Disclosed,SONA,4
61,Disclosed,SONA,4.333333333
61,Disclosed,SONA,3.666666667
61,Disclosed,SONA,4.333333333
61,Disclosed,SONA,2.666666667
61,Disclosed,SONA,4.333333333
61,Disclosed,SONA,4.333333333
61,Disclosed,SONA,4.333333333
61,Disclosed,SONA,2.666666667
61,Disclosed,SONA,4.666666667
61,Disclosed,SONA,4.333333333
62,Not Disclosed,SONA,4.666666667
62,Not Disclosed,SONA,1.666666667
62,Not Disclosed,SONA,2.333333333
62,Not Disclosed,SONA,4.666666667
62,Not Disclosed,SONA,4.333333333
62,Not Disclosed,SONA,4.333333333
62,Not Disclosed,SONA,5
62,Not Disclosed,SONA,4.333333333
62,Not Disclosed,SONA,4.666666667
62,Not Disclosed,SONA,3.666666667
62,Not Disclosed,SONA,4.666666667
62,Not Disclosed,SONA,1.333333333
62,Not Disclosed,SONA,2
62,Not Disclosed,SONA,4.333333333
62,Not Disclosed,SONA,2.333333333
62,Not Disclosed,SONA,1
62,Not Disclosed,SONA,4.666666667
62,Not Disclosed,SONA,1
62,Not Disclosed,SONA,5
62,Not Disclosed,SONA,2.666666667
62,Not Disclosed,SONA,3.666666667
62,Not Disclosed,SONA,2
62,Not Disclosed,SONA,1.333333333
62,Not Disclosed,SONA,2.333333333
62,Not Disclosed,SONA,4.666666667
62,Not Disclosed,SONA,4
62,Not Disclosed,SONA,4.333333333
62,Not Disclosed,SONA,1
62,Not Disclosed,SONA,3.666666667
62,Not Disclosed,SONA,1
63,Disclosed,SONA,4
63,Disclosed,SONA,2
63,Disclosed,SONA,2.666666667
63,Disclosed,SONA,3.333333333
63,Disclosed,SONA,3.333333333
63,Disclosed,SONA,4
63,Disclosed,SONA,4
63,Disclosed,SONA,4
63,Disclosed,SONA,4.666666667
63,Disclosed,SONA,3.333333333
63,Disclosed,SONA,4
63,Disclosed,SONA,2.666666667
63,Disclosed,SONA,2.666666667
63,Disclosed,SONA,4
63,Disclosed,SONA,3.333333333
63,Disclosed,SONA,2.666666667
63,Disclosed,SONA,4.333333333
63,Disclosed,SONA,2
63,Disclosed,SONA,4
63,Disclosed,SONA,4
63,Disclosed,SONA,3.333333333
63,Disclosed,SONA,2.666666667
63,Disclosed,SONA,2.666666667
63,Disclosed,SONA,4
63,Disclosed,SONA,3
63,Disclosed,SONA,4
63,Disclosed,SONA,4
63,Disclosed,SONA,2
63,Disclosed,SONA,4
63,Disclosed,SONA,1.666666667
64,Not Disclosed,SONA,4.333333333
64,Not Disclosed,SONA,3.333333333
64,Not Disclosed,SONA,4.333333333
64,Not Disclosed,SONA,3.666666667
64,Not Disclosed,SONA,3.666666667
64,Not Disclosed,SONA,4
64,Not Disclosed,SONA,4.333333333
64,Not Disclosed,SONA,4.333333333
64,Not Disclosed,SONA,3.333333333
64,Not Disclosed,SONA,4.333333333
64,Not Disclosed,SONA,3.666666667
64,Not Disclosed,SONA,2
64,Not Disclosed,SONA,4.666666667
64,Not Disclosed,SONA,4
64,Not Disclosed,SONA,4.333333333
64,Not Disclosed,SONA,3.333333333
64,Not Disclosed,SONA,4
64,Not Disclosed,SONA,3.333333333
64,Not Disclosed,SONA,4
64,Not Disclosed,SONA,4.666666667
64,Not Disclosed,SONA,4.333333333
64,Not Disclosed,SONA,3
64,Not Disclosed,SONA,3
64,Not Disclosed,SONA,3.666666667
64,Not Disclosed,SONA,2.666666667
64,Not Disclosed,SONA,3.666666667
64,Not Disclosed,SONA,3.333333333
64,Not Disclosed,SONA,4.333333333
64,Not Disclosed,SONA,3
64,Not Disclosed,SONA,3.666666667
65,Disclosed,SONA,5
65,Disclosed,SONA,4.666666667
65,Disclosed,SONA,5
65,Disclosed,SONA,5
65,Disclosed,SONA,5
65,Disclosed,SONA,5
65,Disclosed,SONA,5
65,Disclosed,SONA,4.666666667
65,Disclosed,SONA,5
65,Disclosed,SONA,4
65,Disclosed,SONA,5
65,Disclosed,SONA,3
65,Disclosed,SONA,4.333333333
65,Disclosed,SONA,4.666666667
65,Disclosed,SONA,4.666666667
65,Disclosed,SONA,3.666666667
65,Disclosed,SONA,4
65,Disclosed,SONA,3.333333333
65,Disclosed,SONA,4.333333333
65,Disclosed,SONA,4.333333333
65,Disclosed,SONA,4.666666667
65,Disclosed,SONA,3
65,Disclosed,SONA,4.666666667
65,Disclosed,SONA,5
65,Disclosed,SONA,4.666666667
65,Disclosed,SONA,4.666666667
65,Disclosed,SONA,5
65,Disclosed,SONA,5
65,Disclosed,SONA,4.333333333
65,Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,5
66,Not Disclosed,SONA,3.666666667
66,Not Disclosed,SONA,4
66,Not Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,4
66,Not Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,4
66,Not Disclosed,SONA,4
66,Not Disclosed,SONA,3.333333333
66,Not Disclosed,SONA,4
66,Not Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,3.333333333
66,Not Disclosed,SONA,4
66,Not Disclosed,SONA,3.666666667
66,Not Disclosed,SONA,4.666666667
66,Not Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,3.666666667
66,Not Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,4
66,Not Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,4
66,Not Disclosed,SONA,4.333333333
66,Not Disclosed,SONA,4.666666667
66,Not Disclosed,SONA,3.666666667
66,Not Disclosed,SONA,4
66,Not Disclosed,SONA,4.333333333
67,Disclosed,SONA,4
67,Disclosed,SONA,4.666666667
67,Disclosed,SONA,3.666666667
67,Disclosed,SONA,4
67,Disclosed,SONA,4
67,Disclosed,SONA,4.666666667
67,Disclosed,SONA,3.666666667
67,Disclosed,SONA,4.333333333
67,Disclosed,SONA,3.666666667
67,Disclosed,SONA,4
67,Disclosed,SONA,4
67,Disclosed,SONA,3.333333333
67,Disclosed,SONA,3.333333333
67,Disclosed,SONA,4.333333333
67,Disclosed,SONA,4.333333333
67,Disclosed,SONA,4.666666667
67,Disclosed,SONA,5
67,Disclosed,SONA,4
67,Disclosed,SONA,3.333333333
67,Disclosed,SONA,4.666666667
67,Disclosed,SONA,4.666666667
67,Disclosed,SONA,4.666666667
67,Disclosed,SONA,4.333333333
67,Disclosed,SONA,4.666666667
67,Disclosed,SONA,4.333333333
67,Disclosed,SONA,3.666666667
67,Disclosed,SONA,4.333333333
67,Disclosed,SONA,4.333333333
67,Disclosed,SONA,4.333333333
67,Disclosed,SONA,3.666666667
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,4.666666667
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
68,Disclosed,SONA,5
69,Not Disclosed,SONA,4.666666667
69,Not Disclosed,SONA,4.333333333
69,Not Disclosed,SONA,4.333333333
69,Not Disclosed,SONA,5
69,Not Disclosed,SONA,5
69,Not Disclosed,SONA,5
69,Not Disclosed,SONA,5
69,Not Disclosed,SONA,4.333333333
69,Not Disclosed,SONA,5
69,Not Disclosed,SONA,4.333333333
69,Not Disclosed,SONA,5
69,Not Disclosed,SONA,3.666666667
69,Not Disclosed,SONA,4.666666667
69,Not Disclosed,SONA,5
69,Not Disclosed,SONA,4.666666667
69,Not Disclosed,SONA,4
69,Not Disclosed,SONA,5
69,Not Disclosed,SONA,4.333333333
69,Not Disclosed,SONA,5
69,Not Disclosed,SONA,5
69,Not Disclosed,SONA,4
69,Not Disclosed,SONA,4
69,Not Disclosed,SONA,4.333333333
69,Not Disclosed,SONA,4.333333333
69,Not Disclosed,SONA,4.666666667
69,Not Disclosed,SONA,3.666666667
69,Not Disclosed,SONA,4.333333333
69,Not Disclosed,SONA,3.333333333
69,Not Disclosed,SONA,5
69,Not Disclosed,SONA,4.666666667
70,Not Disclosed,SONA,4.666666667
70,Not Disclosed,SONA,5
70,Not Disclosed,SONA,4
70,Not Disclosed,SONA,4.666666667
70,Not Disclosed,SONA,4.666666667
70,Not Disclosed,SONA,5
70,Not Disclosed,SONA,4.666666667
70,Not Disclosed,SONA,4.333333333
70,Not Disclosed,SONA,5
70,Not Disclosed,SONA,4.333333333
70,Not Disclosed,SONA,4.333333333
70,Not Disclosed,SONA,2.666666667
70,Not Disclosed,SONA,4.666666667
70,Not Disclosed,SONA,3
70,Not Disclosed,SONA,4
70,Not Disclosed,SONA,4
70,Not Disclosed,SONA,4.666666667
70,Not Disclosed,SONA,3
70,Not Disclosed,SONA,4.666666667
70,Not Disclosed,SONA,5
70,Not Disclosed,SONA,4.666666667
70,Not Disclosed,SONA,3
70,Not Disclosed,SONA,4
70,Not Disclosed,SONA,4.333333333
70,Not Disclosed,SONA,5
70,Not Disclosed,SONA,5
70,Not Disclosed,SONA,5
70,Not Disclosed,SONA,2
70,Not Disclosed,SONA,4.333333333
70,Not Disclosed,SONA,3.666666667
71,Disclosed,SONA,3.666666667
71,Disclosed,SONA,4
71,Disclosed,SONA,3
71,Disclosed,SONA,5
71,Disclosed,SONA,4
71,Disclosed,SONA,4.666666667
71,Disclosed,SONA,4.333333333
71,Disclosed,SONA,3.333333333
71,Disclosed,SONA,3.666666667
71,Disclosed,SONA,4
71,Disclosed,SONA,4.333333333
71,Disclosed,SONA,1.333333333
71,Disclosed,SONA,3.666666667
71,Disclosed,SONA,3
71,Disclosed,SONA,4
71,Disclosed,SONA,2
71,Disclosed,SONA,3
71,Disclosed,SONA,2
71,Disclosed,SONA,4.333333333
71,Disclosed,SONA,4
71,Disclosed,SONA,4
71,Disclosed,SONA,1.666666667
71,Disclosed,SONA,4
71,Disclosed,SONA,4.333333333
71,Disclosed,SONA,2.666666667
71,Disclosed,SONA,2.333333333
71,Disclosed,SONA,4
71,Disclosed,SONA,3
71,Disclosed,SONA,2.666666667
71,Disclosed,SONA,3
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,4.333333333
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,4.333333333
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,5
72,Not Disclosed,SONA,4.333333333
72,Not Disclosed,SONA,5
73,Disclosed,SONA,4
73,Disclosed,SONA,3.666666667
73,Disclosed,SONA,4.333333333
73,Disclosed,SONA,4.333333333
73,Disclosed,SONA,4
73,Disclosed,SONA,4.333333333
73,Disclosed,SONA,4
73,Disclosed,SONA,4
73,Disclosed,SONA,4.333333333
73,Disclosed,SONA,3.666666667
73,Disclosed,SONA,4.666666667
73,Disclosed,SONA,3
73,Disclosed,SONA,3.666666667
73,Disclosed,SONA,4.333333333
73,Disclosed,SONA,4
73,Disclosed,SONA,4.333333333
73,Disclosed,SONA,4
73,Disclosed,SONA,2.666666667
73,Disclosed,SONA,4.666666667
73,Disclosed,SONA,4.666666667
73,Disclosed,SONA,3.333333333
73,Disclosed,SONA,4.666666667
73,Disclosed,SONA,4.333333333
73,Disclosed,SONA,4
73,Disclosed,SONA,4.666666667
73,Disclosed,SONA,4.666666667
73,Disclosed,SONA,4.666666667
73,Disclosed,SONA,3.666666667
73,Disclosed,SONA,4.666666667
73,Disclosed,SONA,3
74,Not Disclosed,SONA,2.333333333
74,Not Disclosed,SONA,3.666666667
74,Not Disclosed,SONA,2.333333333
74,Not Disclosed,SONA,5
74,Not Disclosed,SONA,3.666666667
74,Not Disclosed,SONA,3.666666667
74,Not Disclosed,SONA,3.333333333
74,Not Disclosed,SONA,3.666666667
74,Not Disclosed,SONA,5
74,Not Disclosed,SONA,4
74,Not Disclosed,SONA,3.333333333
74,Not Disclosed,SONA,2
74,Not Disclosed,SONA,3
74,Not Disclosed,SONA,2.666666667
74,Not Disclosed,SONA,3.333333333
74,Not Disclosed,SONA,2.666666667
74,Not Disclosed,SONA,3
74,Not Disclosed,SONA,3.333333333
74,Not Disclosed,SONA,3.666666667
74,Not Disclosed,SONA,2.666666667
74,Not Disclosed,SONA,3.333333333
74,Not Disclosed,SONA,4.333333333
74,Not Disclosed,SONA,3.666666667
74,Not Disclosed,SONA,5
74,Not Disclosed,SONA,5
74,Not Disclosed,SONA,5
74,Not Disclosed,SONA,5
74,Not Disclosed,SONA,2.666666667
74,Not Disclosed,SONA,5
74,Not Disclosed,SONA,2.666666667
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4.333333333
75,Disclosed,SONA,5
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4.333333333
75,Disclosed,SONA,5
75,Disclosed,SONA,5
75,Disclosed,SONA,5
75,Disclosed,SONA,4
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4.333333333
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4.333333333
75,Disclosed,SONA,5
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4.333333333
75,Disclosed,SONA,4.333333333
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4.666666667
75,Disclosed,SONA,4.666666667
76,Not Disclosed,SONA,4
76,Not Disclosed,SONA,2.666666667
76,Not Disclosed,SONA,3.666666667
76,Not Disclosed,SONA,4.333333333
76,Not Disclosed,SONA,4.666666667
76,Not Disclosed,SONA,4.333333333
76,Not Disclosed,SONA,4.666666667
76,Not Disclosed,SONA,4
76,Not Disclosed,SONA,4.666666667
76,Not Disclosed,SONA,2.666666667
76,Not Disclosed,SONA,3.666666667
76,Not Disclosed,SONA,2.666666667
76,Not Disclosed,SONA,4
76,Not Disclosed,SONA,3.333333333
76,Not Disclosed,SONA,3.333333333
76,Not Disclosed,SONA,2.666666667
76,Not Disclosed,SONA,2.666666667
76,Not Disclosed,SONA,3.666666667
76,Not Disclosed,SONA,4.333333333
76,Not Disclosed,SONA,3.666666667
76,Not Disclosed,SONA,3.333333333
76,Not Disclosed,SONA,2.333333333
76,Not Disclosed,SONA,3.333333333
76,Not Disclosed,SONA,4.333333333
76,Not Disclosed,SONA,4.666666667
76,Not Disclosed,SONA,4
76,Not Disclosed,SONA,4.666666667
76,Not Disclosed,SONA,3
76,Not Disclosed,SONA,4
76,Not Disclosed,SONA,2.666666667
77,Disclosed,SONA,4.666666667
77,Disclosed,SONA,3.666666667
77,Disclosed,SONA,4.333333333
77,Disclosed,SONA,4.333333333
77,Disclosed,SONA,4
77,Disclosed,SONA,3.666666667
77,Disclosed,SONA,4.333333333
77,Disclosed,SONA,4.333333333
77,Disclosed,SONA,4.333333333
77,Disclosed,SONA,4.666666667
77,Disclosed,SONA,4.333333333
77,Disclosed,SONA,3.666666667
77,Disclosed,SONA,4.333333333
77,Disclosed,SONA,4
77,Disclosed,SONA,3.333333333
77,Disclosed,SONA,3
77,Disclosed,SONA,3.666666667
77,Disclosed,SONA,3.333333333
77,Disclosed,SONA,4.333333333
77,Disclosed,SONA,4.333333333
77,Disclosed,SONA,4.333333333
77,Disclosed,SONA,3.333333333
77,Disclosed,SONA,3.666666667
77,Disclosed,SONA,3.666666667
77,Disclosed,SONA,3.333333333
77,Disclosed,SONA,4
77,Disclosed,SONA,4
77,Disclosed,SONA,4.333333333
77,Disclosed,SONA,4
77,Disclosed,SONA,4.333333333
78,Disclosed,SONA,5
78,Disclosed,SONA,3.666666667
78,Disclosed,SONA,5
78,Disclosed,SONA,5
78,Disclosed,SONA,4.333333333
78,Disclosed,SONA,4.666666667
78,Disclosed,SONA,4.333333333
78,Disclosed,SONA,3.666666667
78,Disclosed,SONA,5
78,Disclosed,SONA,4.666666667
78,Disclosed,SONA,4.333333333
78,Disclosed,SONA,2.666666667
78,Disclosed,SONA,3
78,Disclosed,SONA,2.666666667
78,Disclosed,SONA,3.666666667
78,Disclosed,SONA,2
78,Disclosed,SONA,2.333333333
78,Disclosed,SONA,3.666666667
78,Disclosed,SONA,4.666666667
78,Disclosed,SONA,4
78,Disclosed,SONA,3.666666667
78,Disclosed,SONA,3.666666667
78,Disclosed,SONA,4.666666667
78,Disclosed,SONA,4
78,Disclosed,SONA,3
78,Disclosed,SONA,5
78,Disclosed,SONA,5
78,Disclosed,SONA,4
78,Disclosed,SONA,4.333333333
78,Disclosed,SONA,3.666666667
79,Not Disclosed,SONA,5
79,Not Disclosed,SONA,3.666666667
79,Not Disclosed,SONA,4.666666667
79,Not Disclosed,SONA,4.666666667
79,Not Disclosed,SONA,3.333333333
79,Not Disclosed,SONA,4
79,Not Disclosed,SONA,3.666666667
79,Not Disclosed,SONA,4.333333333
79,Not Disclosed,SONA,4
79,Not Disclosed,SONA,4.666666667
79,Not Disclosed,SONA,3.333333333
79,Not Disclosed,SONA,2.666666667
79,Not Disclosed,SONA,3.666666667
79,Not Disclosed,SONA,4
79,Not Disclosed,SONA,3.666666667
79,Not Disclosed,SONA,3
79,Not Disclosed,SONA,3.666666667
