"Participant","Experimental_Group","recruitment_platform","Messages","Effects_Perception","AI_or_Hum"
31,"Not Disclosed","Prolific","Human13_EP",4.33333333333333,"Human"
31,"Not Disclosed","Prolific","Human14_EP",4.33333333333333,"Human"
31,"Not Disclosed","Prolific","Human15_EP",3.33333333333333,"Human"
32,"Not Disclosed","Prolific","AI1_EP",5,"AI"
32,"Not Disclosed","Prolific","AI2_EP",5,"AI"
32,"Not Disclosed","Prolific","AI3_EP",5,"AI"
32,"Not Disclosed","Prolific","AI4_EP",5,"AI"
32,"Not Disclosed","Prolific","AI5_EP",5,"AI"
32,"Not Disclosed","Prolific","AI6_EP",5,"AI"
32,"Not Disclosed","Prolific","AI7_EP",5,"AI"
32,"Not Disclosed","Prolific","AI8_EP",5,"AI"
32,"Not Disclosed","Prolific","AI9_EP",5,"AI"
32,"Not Disclosed","Prolific","AI10_EP",5,"AI"
32,"Not Disclosed","Prolific","AI11_EP",5,"AI"
32,"Not Disclosed","Prolific","AI12_EP",5,"AI"
32,"Not Disclosed","Prolific","AI13_EP",5,"AI"
32,"Not Disclosed","Prolific","AI14_EP",5,"AI"
32,"Not Disclosed","Prolific","AI15_EP",5,"AI"
32,"Not Disclosed","Prolific","Human1_EP",5,"Human"
32,"Not Disclosed","Prolific","Human2_EP",5,"Human"
32,"Not Disclosed","Prolific","Human3_EP",5,"Human"
32,"Not Disclosed","Prolific","Human4_EP",5,"Human"
32,"Not Disclosed","Prolific","Human5_EP",5,"Human"
32,"Not Disclosed","Prolific","Human6_EP",5,"Human"
32,"Not Disclosed","Prolific","Human7_EP",5,"Human"
32,"Not Disclosed","Prolific","Human8_EP",5,"Human"
32,"Not Disclosed","Prolific","Human9_EP",5,"Human"
32,"Not Disclosed","Prolific","Human10_EP",5,"Human"
32,"Not Disclosed","Prolific","Human11_EP",5,"Human"
32,"Not Disclosed","Prolific","Human12_EP",5,"Human"
32,"Not Disclosed","Prolific","Human13_EP",5,"Human"
32,"Not Disclosed","Prolific","Human14_EP",5,"Human"
32,"Not Disclosed","Prolific","Human15_EP",5,"Human"
33,"Not Disclosed","Prolific","AI1_EP",4.66666666666667,"AI"
33,"Not Disclosed","Prolific","AI2_EP",3.33333333333333,"AI"
33,"Not Disclosed","Prolific","AI3_EP",2.66666666666667,"AI"
33,"Not Disclosed","Prolific","AI4_EP",4.66666666666667,"AI"
33,"Not Disclosed","Prolific","AI5_EP",4.33333333333333,"AI"
33,"Not Disclosed","Prolific","AI6_EP",5,"AI"
33,"Not Disclosed","Prolific","AI7_EP",5,"AI"
33,"Not Disclosed","Prolific","AI8_EP",5,"AI"
33,"Not Disclosed","Prolific","AI9_EP",5,"AI"
33,"Not Disclosed","Prolific","AI10_EP",4.33333333333333,"AI"
33,"Not Disclosed","Prolific","AI11_EP",4.33333333333333,"AI"
33,"Not Disclosed","Prolific","AI12_EP",3.33333333333333,"AI"
33,"Not Disclosed","Prolific","AI13_EP",4.33333333333333,"AI"
33,"Not Disclosed","Prolific","AI14_EP",3.33333333333333,"AI"
33,"Not Disclosed","Prolific","AI15_EP",4.33333333333333,"AI"
33,"Not Disclosed","Prolific","Human1_EP",3.66666666666667,"Human"
33,"Not Disclosed","Prolific","Human2_EP",4.33333333333333,"Human"
33,"Not Disclosed","Prolific","Human3_EP",4,"Human"
33,"Not Disclosed","Prolific","Human4_EP",4.66666666666667,"Human"
33,"Not Disclosed","Prolific","Human5_EP",4,"Human"
33,"Not Disclosed","Prolific","Human6_EP",5,"Human"
33,"Not Disclosed","Prolific","Human7_EP",4.33333333333333,"Human"
33,"Not Disclosed","Prolific","Human8_EP",4,"Human"
33,"Not Disclosed","Prolific","Human9_EP",2.33333333333333,"Human"
33,"Not Disclosed","Prolific","Human10_EP",4,"Human"
33,"Not Disclosed","Prolific","Human11_EP",4,"Human"
33,"Not Disclosed","Prolific","Human12_EP",5,"Human"
33,"Not Disclosed","Prolific","Human13_EP",3,"Human"
33,"Not Disclosed","Prolific","Human14_EP",4,"Human"
33,"Not Disclosed","Prolific","Human15_EP",4,"Human"
34,"Disclosed","Prolific","AI1_EP",5,"AI"
34,"Disclosed","Prolific","AI2_EP",5,"AI"
34,"Disclosed","Prolific","AI3_EP",5,"AI"
34,"Disclosed","Prolific","AI4_EP",4.66666666666667,"AI"
34,"Disclosed","Prolific","AI5_EP",5,"AI"
34,"Disclosed","Prolific","AI6_EP",5,"AI"
34,"Disclosed","Prolific","AI7_EP",5,"AI"
34,"Disclosed","Prolific","AI8_EP",5,"AI"
34,"Disclosed","Prolific","AI9_EP",5,"AI"
34,"Disclosed","Prolific","AI10_EP",5,"AI"
34,"Disclosed","Prolific","AI11_EP",5,"AI"
34,"Disclosed","Prolific","AI12_EP",5,"AI"
34,"Disclosed","Prolific","AI13_EP",5,"AI"
34,"Disclosed","Prolific","AI14_EP",5,"AI"
34,"Disclosed","Prolific","AI15_EP",5,"AI"
34,"Disclosed","Prolific","Human1_EP",5,"Human"
34,"Disclosed","Prolific","Human2_EP",5,"Human"
34,"Disclosed","Prolific","Human3_EP",4.66666666666667,"Human"
34,"Disclosed","Prolific","Human4_EP",5,"Human"
34,"Disclosed","Prolific","Human5_EP",5,"Human"
34,"Disclosed","Prolific","Human6_EP",5,"Human"
34,"Disclosed","Prolific","Human7_EP",5,"Human"
34,"Disclosed","Prolific","Human8_EP",5,"Human"
34,"Disclosed","Prolific","Human9_EP",5,"Human"
34,"Disclosed","Prolific","Human10_EP",5,"Human"
34,"Disclosed","Prolific","Human11_EP",5,"Human"
34,"Disclosed","Prolific","Human12_EP",5,"Human"
34,"Disclosed","Prolific","Human13_EP",4.66666666666667,"Human"
34,"Disclosed","Prolific","Human14_EP",5,"Human"
34,"Disclosed","Prolific","Human15_EP",5,"Human"
35,"Not Disclosed","Prolific","AI1_EP",5,"AI"
35,"Not Disclosed","Prolific","AI2_EP",4,"AI"
35,"Not Disclosed","Prolific","AI3_EP",4.33333333333333,"AI"
35,"Not Disclosed","Prolific","AI4_EP",5,"AI"
35,"Not Disclosed","Prolific","AI5_EP",5,"AI"
35,"Not Disclosed","Prolific","AI6_EP",5,"AI"
35,"Not Disclosed","Prolific","AI7_EP",5,"AI"
35,"Not Disclosed","Prolific","AI8_EP",5,"AI"
35,"Not Disclosed","Prolific","AI9_EP",5,"AI"
35,"Not Disclosed","Prolific","AI10_EP",5,"AI"
35,"Not Disclosed","Prolific","AI11_EP",5,"AI"
35,"Not Disclosed","Prolific","AI12_EP",2.33333333333333,"AI"
35,"Not Disclosed","Prolific","AI13_EP",3.66666666666667,"AI"
35,"Not Disclosed","Prolific","AI14_EP",4.33333333333333,"AI"
35,"Not Disclosed","Prolific","AI15_EP",4.66666666666667,"AI"
35,"Not Disclosed","Prolific","Human1_EP",1,"Human"
35,"Not Disclosed","Prolific","Human2_EP",3.66666666666667,"Human"
35,"Not Disclosed","Prolific","Human3_EP",1,"Human"
35,"Not Disclosed","Prolific","Human4_EP",5,"Human"
35,"Not Disclosed","Prolific","Human5_EP",4.66666666666667,"Human"
35,"Not Disclosed","Prolific","Human6_EP",4.66666666666667,"Human"
35,"Not Disclosed","Prolific","Human7_EP",2.33333333333333,"Human"
35,"Not Disclosed","Prolific","Human8_EP",2,"Human"
35,"Not Disclosed","Prolific","Human9_EP",4,"Human"
35,"Not Disclosed","Prolific","Human10_EP",5,"Human"
35,"Not Disclosed","Prolific","Human11_EP",4.33333333333333,"Human"
35,"Not Disclosed","Prolific","Human12_EP",5,"Human"
35,"Not Disclosed","Prolific","Human13_EP",3.33333333333333,"Human"
35,"Not Disclosed","Prolific","Human14_EP",5,"Human"
35,"Not Disclosed","Prolific","Human15_EP",1.66666666666667,"Human"
36,"Not Disclosed","Prolific","AI1_EP",3.66666666666667,"AI"
36,"Not Disclosed","Prolific","AI2_EP",3.66666666666667,"AI"
36,"Not Disclosed","Prolific","AI3_EP",2.66666666666667,"AI"
36,"Not Disclosed","Prolific","AI4_EP",3.66666666666667,"AI"
36,"Not Disclosed","Prolific","AI5_EP",3,"AI"
36,"Not Disclosed","Prolific","AI6_EP",3,"AI"
36,"Not Disclosed","Prolific","AI7_EP",3.66666666666667,"AI"
36,"Not Disclosed","Prolific","AI8_EP",3,"AI"
36,"Not Disclosed","Prolific","AI9_EP",3.33333333333333,"AI"
36,"Not Disclosed","Prolific","AI10_EP",5,"AI"
36,"Not Disclosed","Prolific","AI11_EP",2,"AI"
36,"Not Disclosed","Prolific","AI12_EP",3.33333333333333,"AI"
36,"Not Disclosed","Prolific","AI13_EP",3.33333333333333,"AI"
36,"Not Disclosed","Prolific","AI14_EP",2.33333333333333,"AI"
36,"Not Disclosed","Prolific","AI15_EP",3,"AI"
36,"Not Disclosed","Prolific","Human1_EP",3,"Human"
36,"Not Disclosed","Prolific","Human2_EP",3.33333333333333,"Human"
36,"Not Disclosed","Prolific","Human3_EP",3,"Human"
36,"Not Disclosed","Prolific","Human4_EP",4.33333333333333,"Human"
36,"Not Disclosed","Prolific","Human5_EP",2.66666666666667,"Human"
36,"Not Disclosed","Prolific","Human6_EP",3.33333333333333,"Human"
36,"Not Disclosed","Prolific","Human7_EP",3.33333333333333,"Human"
36,"Not Disclosed","Prolific","Human8_EP",3.33333333333333,"Human"
36,"Not Disclosed","Prolific","Human9_EP",4,"Human"
36,"Not Disclosed","Prolific","Human10_EP",3.66666666666667,"Human"
36,"Not Disclosed","Prolific","Human11_EP",3.66666666666667,"Human"
36,"Not Disclosed","Prolific","Human12_EP",2.66666666666667,"Human"
36,"Not Disclosed","Prolific","Human13_EP",2.66666666666667,"Human"
36,"Not Disclosed","Prolific","Human14_EP",3.66666666666667,"Human"
36,"Not Disclosed","Prolific","Human15_EP",3.33333333333333,"Human"
37,"Disclosed","Prolific","AI1_EP",4.66666666666667,"AI"
37,"Disclosed","Prolific","AI2_EP",3.33333333333333,"AI"
37,"Disclosed","Prolific","AI3_EP",2.66666666666667,"AI"
37,"Disclosed","Prolific","AI4_EP",4,"AI"
37,"Disclosed","Prolific","AI5_EP",4,"AI"
37,"Disclosed","Prolific","AI6_EP",4,"AI"
37,"Disclosed","Prolific","AI7_EP",5,"AI"
37,"Disclosed","Prolific","AI8_EP",4.33333333333333,"AI"
37,"Disclosed","Prolific","AI9_EP",4.33333333333333,"AI"
37,"Disclosed","Prolific","AI10_EP",2.66666666666667,"AI"
37,"Disclosed","Prolific","AI11_EP",4,"AI"
37,"Disclosed","Prolific","AI12_EP",2.33333333333333,"AI"
37,"Disclosed","Prolific","AI13_EP",3,"AI"
37,"Disclosed","Prolific","AI14_EP",2.33333333333333,"AI"
37,"Disclosed","Prolific","AI15_EP",4.33333333333333,"AI"
37,"Disclosed","Prolific","Human1_EP",2,"Human"
37,"Disclosed","Prolific","Human2_EP",3.66666666666667,"Human"
37,"Disclosed","Prolific","Human3_EP",2,"Human"
37,"Disclosed","Prolific","Human4_EP",4.33333333333333,"Human"
37,"Disclosed","Prolific","Human5_EP",3,"Human"
37,"Disclosed","Prolific","Human6_EP",3.66666666666667,"Human"
37,"Disclosed","Prolific","Human7_EP",4,"Human"
37,"Disclosed","Prolific","Human8_EP",2.33333333333333,"Human"
37,"Disclosed","Prolific","Human9_EP",2,"Human"
37,"Disclosed","Prolific","Human10_EP",4,"Human"
37,"Disclosed","Prolific","Human11_EP",3.66666666666667,"Human"
37,"Disclosed","Prolific","Human12_EP",4.66666666666667,"Human"
37,"Disclosed","Prolific","Human13_EP",2.66666666666667,"Human"
37,"Disclosed","Prolific","Human14_EP",4.33333333333333,"Human"
37,"Disclosed","Prolific","Human15_EP",3.33333333333333,"Human"
38,"Disclosed","Prolific","AI1_EP",4.66666666666667,"AI"
38,"Disclosed","Prolific","AI2_EP",2,"AI"
38,"Disclosed","Prolific","AI3_EP",2,"AI"
38,"Disclosed","Prolific","AI4_EP",4.33333333333333,"AI"
38,"Disclosed","Prolific","AI5_EP",4.33333333333333,"AI"
38,"Disclosed","Prolific","AI6_EP",4.33333333333333,"AI"
38,"Disclosed","Prolific","AI7_EP",4,"AI"
38,"Disclosed","Prolific","AI8_EP",4.66666666666667,"AI"
38,"Disclosed","Prolific","AI9_EP",5,"AI"
38,"Disclosed","Prolific","AI10_EP",4,"AI"
38,"Disclosed","Prolific","AI11_EP",4.66666666666667,"AI"
38,"Disclosed","Prolific","AI12_EP",3,"AI"
38,"Disclosed","Prolific","AI13_EP",2.66666666666667,"AI"
38,"Disclosed","Prolific","AI14_EP",2.33333333333333,"AI"
38,"Disclosed","Prolific","AI15_EP",3.66666666666667,"AI"
38,"Disclosed","Prolific","Human1_EP",3.33333333333333,"Human"
38,"Disclosed","Prolific","Human2_EP",3.66666666666667,"Human"
38,"Disclosed","Prolific","Human3_EP",2.66666666666667,"Human"
38,"Disclosed","Prolific","Human4_EP",3.66666666666667,"Human"
38,"Disclosed","Prolific","Human5_EP",4.66666666666667,"Human"
38,"Disclosed","Prolific","Human6_EP",4.66666666666667,"Human"
38,"Disclosed","Prolific","Human7_EP",4,"Human"
38,"Disclosed","Prolific","Human8_EP",4,"Human"
38,"Disclosed","Prolific","Human9_EP",2.66666666666667,"Human"
38,"Disclosed","Prolific","Human10_EP",2.66666666666667,"Human"
38,"Disclosed","Prolific","Human11_EP",4,"Human"
38,"Disclosed","Prolific","Human12_EP",4,"Human"
38,"Disclosed","Prolific","Human13_EP",2.66666666666667,"Human"
38,"Disclosed","Prolific","Human14_EP",4.66666666666667,"Human"
38,"Disclosed","Prolific","Human15_EP",2.66666666666667,"Human"
39,"Disclosed","Prolific","AI1_EP",4.33333333333333,"AI"
39,"Disclosed","Prolific","AI2_EP",3.66666666666667,"AI"
39,"Disclosed","Prolific","AI3_EP",3.33333333333333,"AI"
39,"Disclosed","Prolific","AI4_EP",4.33333333333333,"AI"
39,"Disclosed","Prolific","AI5_EP",4.33333333333333,"AI"
39,"Disclosed","Prolific","AI6_EP",4.33333333333333,"AI"
39,"Disclosed","Prolific","AI7_EP",4.33333333333333,"AI"
39,"Disclosed","Prolific","AI8_EP",4.66666666666667,"AI"
39,"Disclosed","Prolific","AI9_EP",4.33333333333333,"AI"
39,"Disclosed","Prolific","AI10_EP",4,"AI"
39,"Disclosed","Prolific","AI11_EP",4.66666666666667,"AI"
39,"Disclosed","Prolific","AI12_EP",2.33333333333333,"AI"
39,"Disclosed","Prolific","AI13_EP",3.33333333333333,"AI"
39,"Disclosed","Prolific","AI14_EP",4,"AI"
39,"Disclosed","Prolific","AI15_EP",4,"AI"
39,"Disclosed","Prolific","Human1_EP",4,"Human"
39,"Disclosed","Prolific","Human2_EP",5,"Human"
39,"Disclosed","Prolific","Human3_EP",2.33333333333333,"Human"
39,"Disclosed","Prolific","Human4_EP",4.66666666666667,"Human"
39,"Disclosed","Prolific","Human5_EP",4.33333333333333,"Human"
39,"Disclosed","Prolific","Human6_EP",4.66666666666667,"Human"
39,"Disclosed","Prolific","Human7_EP",4.33333333333333,"Human"
39,"Disclosed","Prolific","Human8_EP",4,"Human"
39,"Disclosed","Prolific","Human9_EP",3.66666666666667,"Human"
39,"Disclosed","Prolific","Human10_EP",5,"Human"
39,"Disclosed","Prolific","Human11_EP",4,"Human"
39,"Disclosed","Prolific","Human12_EP",4.33333333333333,"Human"
39,"Disclosed","Prolific","Human13_EP",1.66666666666667,"Human"
39,"Disclosed","Prolific","Human14_EP",4.66666666666667,"Human"
39,"Disclosed","Prolific","Human15_EP",4,"Human"
40,"Disclosed","Prolific","AI1_EP",2.66666666666667,"AI"
40,"Disclosed","Prolific","AI2_EP",4.66666666666667,"AI"
40,"Disclosed","Prolific","AI3_EP",4.33333333333333,"AI"
40,"Disclosed","Prolific","AI4_EP",4.33333333333333,"AI"
40,"Disclosed","Prolific","AI5_EP",4,"AI"
40,"Disclosed","Prolific","AI6_EP",4.66666666666667,"AI"
40,"Disclosed","Prolific","AI7_EP",4.33333333333333,"AI"
40,"Disclosed","Prolific","AI8_EP",4,"AI"
40,"Disclosed","Prolific","AI9_EP",3.66666666666667,"AI"
40,"Disclosed","Prolific","AI10_EP",4.33333333333333,"AI"
40,"Disclosed","Prolific","AI11_EP",4.66666666666667,"AI"
40,"Disclosed","Prolific","AI12_EP",4,"AI"
40,"Disclosed","Prolific","AI13_EP",4.33333333333333,"AI"
40,"Disclosed","Prolific","AI14_EP",4.33333333333333,"AI"
40,"Disclosed","Prolific","AI15_EP",4,"AI"
40,"Disclosed","Prolific","Human1_EP",3.33333333333333,"Human"
40,"Disclosed","Prolific","Human2_EP",4,"Human"
40,"Disclosed","Prolific","Human3_EP",4.66666666666667,"Human"
40,"Disclosed","Prolific","Human4_EP",4,"Human"
40,"Disclosed","Prolific","Human5_EP",4.66666666666667,"Human"
40,"Disclosed","Prolific","Human6_EP",3.66666666666667,"Human"
40,"Disclosed","Prolific","Human7_EP",3.66666666666667,"Human"
40,"Disclosed","Prolific","Human8_EP",4.66666666666667,"Human"
40,"Disclosed","Prolific","Human9_EP",4,"Human"
40,"Disclosed","Prolific","Human10_EP",4,"Human"
40,"Disclosed","Prolific","Human11_EP",3.66666666666667,"Human"
40,"Disclosed","Prolific","Human12_EP",2.66666666666667,"Human"
40,"Disclosed","Prolific","Human13_EP",2.33333333333333,"Human"
40,"Disclosed","Prolific","Human14_EP",4.33333333333333,"Human"
40,"Disclosed","Prolific","Human15_EP",4.66666666666667,"Human"
41,"Disclosed","Prolific","AI1_EP",4,"AI"
41,"Disclosed","Prolific","AI2_EP",3.66666666666667,"AI"
41,"Disclosed","Prolific","AI3_EP",4,"AI"
41,"Disclosed","Prolific","AI4_EP",3,"AI"
41,"Disclosed","Prolific","AI5_EP",4.33333333333333,"AI"
41,"Disclosed","Prolific","AI6_EP",3.33333333333333,"AI"
41,"Disclosed","Prolific","AI7_EP",5,"AI"
41,"Disclosed","Prolific","AI8_EP",4,"AI"
41,"Disclosed","Prolific","AI9_EP",4.33333333333333,"AI"
41,"Disclosed","Prolific","AI10_EP",4.33333333333333,"AI"
41,"Disclosed","Prolific","AI11_EP",4.66666666666667,"AI"
41,"Disclosed","Prolific","AI12_EP",2.66666666666667,"AI"
41,"Disclosed","Prolific","AI13_EP",2,"AI"
41,"Disclosed","Prolific","AI14_EP",4,"AI"
41,"Disclosed","Prolific","AI15_EP",4.33333333333333,"AI"
41,"Disclosed","Prolific","Human1_EP",2.66666666666667,"Human"
41,"Disclosed","Prolific","Human2_EP",2.33333333333333,"Human"
41,"Disclosed","Prolific","Human3_EP",2.66666666666667,"Human"
41,"Disclosed","Prolific","Human4_EP",3.66666666666667,"Human"
41,"Disclosed","Prolific","Human5_EP",4,"Human"
41,"Disclosed","Prolific","Human6_EP",3.33333333333333,"Human"
41,"Disclosed","Prolific","Human7_EP",1.66666666666667,"Human"
41,"Disclosed","Prolific","Human8_EP",4.33333333333333,"Human"
41,"Disclosed","Prolific","Human9_EP",3,"Human"
41,"Disclosed","Prolific","Human10_EP",4.33333333333333,"Human"
41,"Disclosed","Prolific","Human11_EP",4.33333333333333,"Human"
41,"Disclosed","Prolific","Human12_EP",4.33333333333333,"Human"
41,"Disclosed","Prolific","Human13_EP",3.66666666666667,"Human"
41,"Disclosed","Prolific","Human14_EP",5,"Human"
41,"Disclosed","Prolific","Human15_EP",3.33333333333333,"Human"
42,"Disclosed","Prolific","AI1_EP",5,"AI"
42,"Disclosed","Prolific","AI2_EP",5,"AI"
42,"Disclosed","Prolific","AI3_EP",5,"AI"
42,"Disclosed","Prolific","AI4_EP",5,"AI"
42,"Disclosed","Prolific","AI5_EP",5,"AI"
42,"Disclosed","Prolific","AI6_EP",5,"AI"
42,"Disclosed","Prolific","AI7_EP",5,"AI"
42,"Disclosed","Prolific","AI8_EP",5,"AI"
42,"Disclosed","Prolific","AI9_EP",5,"AI"
42,"Disclosed","Prolific","AI10_EP",5,"AI"
42,"Disclosed","Prolific","AI11_EP",5,"AI"
42,"Disclosed","Prolific","AI12_EP",5,"AI"
42,"Disclosed","Prolific","AI13_EP",5,"AI"
42,"Disclosed","Prolific","AI14_EP",5,"AI"
42,"Disclosed","Prolific","AI15_EP",5,"AI"
42,"Disclosed","Prolific","Human1_EP",5,"Human"
42,"Disclosed","Prolific","Human2_EP",5,"Human"
42,"Disclosed","Prolific","Human3_EP",5,"Human"
42,"Disclosed","Prolific","Human4_EP",5,"Human"
42,"Disclosed","Prolific","Human5_EP",5,"Human"
42,"Disclosed","Prolific","Human6_EP",5,"Human"
42,"Disclosed","Prolific","Human7_EP",5,"Human"
42,"Disclosed","Prolific","Human8_EP",5,"Human"
42,"Disclosed","Prolific","Human9_EP",5,"Human"
42,"Disclosed","Prolific","Human10_EP",5,"Human"
42,"Disclosed","Prolific","Human11_EP",5,"Human"
42,"Disclosed","Prolific","Human12_EP",5,"Human"
42,"Disclosed","Prolific","Human13_EP",5,"Human"
42,"Disclosed","Prolific","Human14_EP",5,"Human"
42,"Disclosed","Prolific","Human15_EP",5,"Human"
43,"Not Disclosed","Prolific","AI1_EP",5,"AI"
43,"Not Disclosed","Prolific","AI2_EP",5,"AI"
43,"Not Disclosed","Prolific","AI3_EP",5,"AI"
43,"Not Disclosed","Prolific","AI4_EP",5,"AI"
43,"Not Disclosed","Prolific","AI5_EP",5,"AI"
43,"Not Disclosed","Prolific","AI6_EP",5,"AI"
43,"Not Disclosed","Prolific","AI7_EP",5,"AI"
43,"Not Disclosed","Prolific","AI8_EP",5,"AI"
43,"Not Disclosed","Prolific","AI9_EP",5,"AI"
43,"Not Disclosed","Prolific","AI10_EP",5,"AI"
43,"Not Disclosed","Prolific","AI11_EP",5,"AI"
43,"Not Disclosed","Prolific","AI12_EP",4.33333333333333,"AI"
43,"Not Disclosed","Prolific","AI13_EP",5,"AI"
43,"Not Disclosed","Prolific","AI14_EP",4.66666666666667,"AI"
43,"Not Disclosed","Prolific","AI15_EP",5,"AI"
43,"Not Disclosed","Prolific","Human1_EP",4,"Human"
43,"Not Disclosed","Prolific","Human2_EP",5,"Human"
43,"Not Disclosed","Prolific","Human3_EP",4,"Human"
43,"Not Disclosed","Prolific","Human4_EP",5,"Human"
43,"Not Disclosed","Prolific","Human5_EP",5,"Human"
43,"Not Disclosed","Prolific","Human6_EP",5,"Human"
43,"Not Disclosed","Prolific","Human7_EP",4.66666666666667,"Human"
43,"Not Disclosed","Prolific","Human8_EP",5,"Human"
43,"Not Disclosed","Prolific","Human9_EP",5,"Human"
43,"Not Disclosed","Prolific","Human10_EP",4.33333333333333,"Human"
43,"Not Disclosed","Prolific","Human11_EP",5,"Human"
43,"Not Disclosed","Prolific","Human12_EP",5,"Human"
43,"Not Disclosed","Prolific","Human13_EP",4,"Human"
43,"Not Disclosed","Prolific","Human14_EP",5,"Human"
43,"Not Disclosed","Prolific","Human15_EP",4.33333333333333,"Human"
44,"Disclosed","Prolific","AI1_EP",4.33333333333333,"AI"
44,"Disclosed","Prolific","AI2_EP",5,"AI"
44,"Disclosed","Prolific","AI3_EP",5,"AI"
44,"Disclosed","Prolific","AI4_EP",5,"AI"
44,"Disclosed","Prolific","AI5_EP",4.66666666666667,"AI"
44,"Disclosed","Prolific","AI6_EP",4.66666666666667,"AI"
44,"Disclosed","Prolific","AI7_EP",5,"AI"
44,"Disclosed","Prolific","AI8_EP",5,"AI"
44,"Disclosed","Prolific","AI9_EP",5,"AI"
44,"Disclosed","Prolific","AI10_EP",5,"AI"
44,"Disclosed","Prolific","AI11_EP",5,"AI"
44,"Disclosed","Prolific","AI12_EP",4.66666666666667,"AI"
44,"Disclosed","Prolific","AI13_EP",5,"AI"
44,"Disclosed","Prolific","AI14_EP",5,"AI"
44,"Disclosed","Prolific","AI15_EP",4.66666666666667,"AI"
44,"Disclosed","Prolific","Human1_EP",5,"Human"
44,"Disclosed","Prolific","Human2_EP",5,"Human"
44,"Disclosed","Prolific","Human3_EP",4.66666666666667,"Human"
44,"Disclosed","Prolific","Human4_EP",5,"Human"
44,"Disclosed","Prolific","Human5_EP",5,"Human"
44,"Disclosed","Prolific","Human6_EP",5,"Human"
44,"Disclosed","Prolific","Human7_EP",5,"Human"
44,"Disclosed","Prolific","Human8_EP",5,"Human"
44,"Disclosed","Prolific","Human9_EP",4.66666666666667,"Human"
44,"Disclosed","Prolific","Human10_EP",4.66666666666667,"Human"
44,"Disclosed","Prolific","Human11_EP",5,"Human"
44,"Disclosed","Prolific","Human12_EP",5,"Human"
44,"Disclosed","Prolific","Human13_EP",5,"Human"
44,"Disclosed","Prolific","Human14_EP",4.66666666666667,"Human"
44,"Disclosed","Prolific","Human15_EP",5,"Human"
45,"Disclosed","Prolific","AI1_EP",4.66666666666667,"AI"
45,"Disclosed","Prolific","AI2_EP",4,"AI"
45,"Disclosed","Prolific","AI3_EP",3.33333333333333,"AI"
45,"Disclosed","Prolific","AI4_EP",5,"AI"
45,"Disclosed","Prolific","AI5_EP",5,"AI"
45,"Disclosed","Prolific","AI6_EP",5,"AI"
45,"Disclosed","Prolific","AI7_EP",5,"AI"
45,"Disclosed","Prolific","AI8_EP",4.33333333333333,"AI"
45,"Disclosed","Prolific","AI9_EP",5,"AI"
45,"Disclosed","Prolific","AI10_EP",5,"AI"
45,"Disclosed","Prolific","AI11_EP",5,"AI"
45,"Disclosed","Prolific","AI12_EP",3.66666666666667,"AI"
45,"Disclosed","Prolific","AI13_EP",4,"AI"
45,"Disclosed","Prolific","AI14_EP",4.33333333333333,"AI"
45,"Disclosed","Prolific","AI15_EP",4.33333333333333,"AI"
45,"Disclosed","Prolific","Human1_EP",3.33333333333333,"Human"
45,"Disclosed","Prolific","Human2_EP",4.66666666666667,"Human"
45,"Disclosed","Prolific","Human3_EP",2,"Human"
45,"Disclosed","Prolific","Human4_EP",5,"Human"
45,"Disclosed","Prolific","Human5_EP",4.66666666666667,"Human"
45,"Disclosed","Prolific","Human6_EP",5,"Human"
45,"Disclosed","Prolific","Human7_EP",2,"Human"
45,"Disclosed","Prolific","Human8_EP",5,"Human"
45,"Disclosed","Prolific","Human9_EP",3.66666666666667,"Human"
45,"Disclosed","Prolific","Human10_EP",5,"Human"
45,"Disclosed","Prolific","Human11_EP",3.66666666666667,"Human"
45,"Disclosed","Prolific","Human12_EP",4.66666666666667,"Human"
45,"Disclosed","Prolific","Human13_EP",3.33333333333333,"Human"
45,"Disclosed","Prolific","Human14_EP",5,"Human"
45,"Disclosed","Prolific","Human15_EP",3.66666666666667,"Human"
46,"Disclosed","Prolific","AI1_EP",4.66666666666667,"AI"
46,"Disclosed","Prolific","AI2_EP",3.66666666666667,"AI"
46,"Disclosed","Prolific","AI3_EP",3,"AI"
46,"Disclosed","Prolific","AI4_EP",4.33333333333333,"AI"
46,"Disclosed","Prolific","AI5_EP",3.66666666666667,"AI"
46,"Disclosed","Prolific","AI6_EP",3.66666666666667,"AI"
46,"Disclosed","Prolific","AI7_EP",4.66666666666667,"AI"
46,"Disclosed","Prolific","AI8_EP",4.66666666666667,"AI"
46,"Disclosed","Prolific","AI9_EP",5,"AI"
46,"Disclosed","Prolific","AI10_EP",4.33333333333333,"AI"
46,"Disclosed","Prolific","AI11_EP",5,"AI"
46,"Disclosed","Prolific","AI12_EP",3,"AI"
46,"Disclosed","Prolific","AI13_EP",3.33333333333333,"AI"
46,"Disclosed","Prolific","AI14_EP",4.33333333333333,"AI"
46,"Disclosed","Prolific","AI15_EP",4,"AI"
46,"Disclosed","Prolific","Human1_EP",4,"Human"
46,"Disclosed","Prolific","Human2_EP",3.66666666666667,"Human"
46,"Disclosed","Prolific","Human3_EP",3.33333333333333,"Human"
46,"Disclosed","Prolific","Human4_EP",4.66666666666667,"Human"
46,"Disclosed","Prolific","Human5_EP",4.66666666666667,"Human"
46,"Disclosed","Prolific","Human6_EP",5,"Human"
